track_name,artist_names,track_duration,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Comme Des Garçons (Like The Boys),Rina Sawayama,181506,Art Pop,0.724,0.715,0,-3.776,1,0.116,0.0246,0.00276,0.441,0.645,119.162
XS,Rina Sawayama,201060,Art Pop,0.635,0.929,2,-3.256,0,0.146,0.0854,1.14E-06,0.0822,0.59,117.039
Application,Social Life,175250,Art Pop,0.693,0.644,4,-7.954,1,0.0278,0.00248,1.82E-05,0.111,0.803,100.045
Crying Lightning,Arctic Monkeys,224826,Garage Rock,0.498,0.885,4,-4.423,0,0.0461,0.0148,0.00041,0.239,0.67,106.719
pick up the phone,"Young Thug, Travis Scott",252256,Rap,0.711,0.739,7,-3.804,0,0.129,0.114,0.0,0.226,0.43,136.919
I Bet You Look Good On The Dancefloor,Arctic Monkeys,176466,Garage Rock,0.538,0.966,6,-3.621,0,0.0358,0.000112,0.0,0.334,0.733,103.172
Mardy Bum,Arctic Monkeys,175440,Garage Rock,0.634,0.599,2,-5.447,1,0.0365,0.0288,0.0,0.197,0.312,112.215
Riot Van,Arctic Monkeys,134933,Garage Rock,0.593,0.333,9,-14.342,1,0.046,0.358,0.0,0.245,0.258,103.537
Cause I'm God Girl (Feat. Il Hoon Jung Of BTOB),"HyunA, Il Hoon Jung",202546,K-Pop,0.843,0.833,4,-3.32,0,0.226,0.00472,0.00114,0.29,0.681,102.128
Sparkling,SUMIN,231294,Korean Electropop,0.559,0.776,5,-4.769,0,0.0891,0.0461,0.00563,0.236,0.682,81.742
Better,BoA,199640,K-Pop,0.587,0.801,5,-4.22,1,0.229,0.178,0.0,0.214,0.705,92.008
SOUL LADY,YUKIKA,215693,Korean City Pop,0.662,0.951,0,-2.366,0,0.0538,0.0228,8.49E-06,0.301,0.75,120.063
Nobody Wants You,junodream,213373,Modern Dream Pop,0.335,0.79,11,-6.353,1,0.0398,0.0171,0.00324,0.112,0.399,159.971
DICE,NMIXX,165746,K-Pop,0.556,0.798,7,-3.331,1,0.254,0.0848,0.0,0.33,0.628,131.096
DICE,NMIXX,165746,K-Pop,0.556,0.798,7,-3.331,1,0.254,0.0848,0.0,0.33,0.628,131.096
No Church In The Wild,"JAY-Z, Kanye West, Frank Ocean, The-Dream",272506,Rap,0.654,0.75,8,-7.509,0,0.105,0.246,0.0178,0.167,0.557,92.78
Lean Chronicles,"Rio Da Yung Og, leewayy",139784,Flint Hip Hop,0.641,0.566,1,-8.269,0,0.405,0.118,0.0,0.124,0.275,99.88
ノスタルジア・オブ・アイランド,Tatsuro Yamashita,575986,Classic City Pop,0.545,0.676,7,-8.274,1,0.0607,0.173,0.622,0.362,0.234,124.639
Do Ya Like x Resonance,Ahri,220029,Alt Hip Hop,0.588,0.493,4,-15.314,0,0.143,0.289,0.149,0.298,0.383,160.332
1 4 2,Inner Wave,305467,Indie Garage Rock,0.701,0.692,0,-7.527,1,0.0374,0.179,0.0101,0.0994,0.56,114.987
Talk that Talk,TWICE,177466,K-Pop,0.772,0.907,3,-2.438,0,0.124,0.136,0.0,0.334,0.783,119.973
Girls,aespa,240440,K-Pop,0.57,0.974,3,-0.173,0,0.325,0.115,0.000594,0.125,0.65,171.958
Take 3,Inner Wave,236599,Indie Garage Rock,0.666,0.605,4,-7.812,0,0.0388,0.124,0.812,0.106,0.761,90.004
What Once Was,Her's,255067,Pov: Indie,0.526,0.877,3,-4.369,0,0.033,0.172,0.0108,0.223,0.436,145.568
Sunshine (feat. Fousheé),"Steve Lacy, Fousheé",293426,Indie R&B,0.692,0.683,1,-5.892,0,0.0241,0.0341,0.72,0.113,0.722,93.037
DARE,Gorillaz,244999,Alternative Hip Hop,0.76,0.891,11,-5.852,0,0.0372,0.0229,0.0869,0.298,0.966,120.264
New Gold (feat. Tame Impala and Bootie Brown),"Gorillaz, Tame Impala, Bootie Brown",215149,Neo-Psychedelic,0.695,0.923,1,-3.93,0,0.0522,0.0425,0.0469,0.116,0.551,108.014
Here I Come,Valentin,112105,Sped-Up,0.304,0.524,3,-12.742,1,0.052,0.00467,0.946,0.358,0.146,134.994
Free Somebody,LUNA,199823,K-Pop,0.676,0.797,11,-3.862,0,0.059,0.114,1.26E-06,0.344,0.546,114.988
Fine China,Chris Brown,213200,R&B,0.654,0.731,10,-4.767,0,0.0568,0.0419,0.0,0.122,0.59,104.002
NEON BLADE 2,MoonDeity,187779,Gym Phonk,0.521,0.863,8,-5.054,1,0.0401,0.00122,0.943,0.113,0.0916,105.001
kitty phonk,soviss,90461,Sped Up,0.754,0.63,5,-8.227,0,0.0389,0.00249,1.2E-05,0.129,0.354,130.079
死ぬのがいいわ,Fujii Kaze,185573,Japanese Teen Pop,0.6,0.76,6,-6.123,0,0.0451,0.167,4.07E-05,0.189,0.519,158.075
Forester,Pearly Drops,235250,Dark Synthpop,0.409,0.441,10,-9.248,1,0.0269,0.873,0.89,0.129,0.0393,97.291
Winter,Pearly Drops,252272,Dark Synthpop,0.557,0.737,1,-7.153,0,0.0271,0.0539,0.868,0.0986,0.299,109.983
Get Well,Pearly Drops,196078,Dark Synthpop,0.699,0.662,0,-7.677,1,0.0521,0.163,0.853,0.101,0.475,152.985
Make Water,Pearly Drops,190285,Dark Synthpop,0.634,0.712,5,-5.549,1,0.034,0.571,0.676,0.0913,0.285,139.945
Smokescreen,Pearly Drops,178105,Dark Synthpop,0.417,0.785,9,-6.145,0,0.0507,0.107,0.000183,0.216,0.161,94.889
Basics,TWICE,176973,K-Pop,0.778,0.8,2,-3.529,1,0.227,0.254,0.0,0.139,0.585,137.997
Call For Help,Pearly Drops,198967,Dark Synthpop,0.465,0.93,11,-6.312,0,0.0317,0.0293,0.861,0.132,0.597,155.055
Picture in My Mind,"PinkPantheress, Sam Gellaitry",176930,Vapor Twitch,0.73,0.645,2,-6.506,0,0.348,0.587,0.0,0.0937,0.772,128.519
Simple And Clean,Hikaru Utada,300760,J-Pop,0.592,0.885,5,-4.201,0,0.0489,0.047,0.000134,0.348,0.548,88.012
RAVE,Dxrk ダーク,169245,Drift Phonk,0.716,0.748,8,-6.06,1,0.0356,0.235,0.849,0.114,0.338,119.918
NEON BLADE - Sped Up,MoonDeity,164257,Gym Phonk,0.512,0.977,9,-11.67,0,0.0646,0.00284,0.968,0.192,0.89,104.827
NEON BLADE,MoonDeity,265263,Gym Phonk,0.548,0.996,7,-2.169,1,0.112,0.0284,0.92,0.595,0.893,94.999
I'll Haunt You,Tennis,152392,Chillwave,0.51,0.268,4,-11.122,1,0.0319,0.729,0.00079,0.122,0.139,72.481
the perfect pair,beabadoobee,177533,Bubblegrunge,0.634,0.663,11,-6.818,1,0.0331,0.433,0.124,0.102,0.6,146.053
I Must Apologise,PinkPantheress,108373,Bedroom Pop,0.616,0.856,9,-6.098,1,0.0457,0.516,0.0652,0.245,0.75,157.109
Let It Happen,Tame Impala,467586,Neo-Psychedelic,0.602,0.881,1,-5.875,0,0.0443,0.00462,0.0266,0.111,0.577,125.012
vacation bible school,Ayesha Erotica,291692,Krushclub,0.628,0.611,11,-11.544,0,0.219,0.109,0.0,0.0556,0.668,130.025
If U Seek Amy,Britney Spears,216520,"Dance Pop, Pop",0.717,0.587,4,-7.296,0,0.0339,0.0192,0.0,0.0523,0.544,129.954
I'll Do It,Ayesha Erotica,213263,Krushclub,0.874,0.509,1,-11.593,1,0.0306,0.00685,0.0002,0.0688,0.88,112.991
Novacane,Frank Ocean,302346,Neo Soul,0.762,0.508,3,-9.112,1,0.0919,0.0584,0.00126,0.16,0.37,93.51
"New Person, Same Old Mistakes",Tame Impala,363240,Neo-Psychedelic,0.47,0.809,8,-6.74,1,0.0495,0.272,0.00671,0.0491,0.49,151.836
Eventually,Tame Impala,318591,Neo-Psychedelic,0.424,0.615,9,-6.217,0,0.0325,0.0158,0.000389,0.0844,0.155,77.935
REWIND,TWICE,180613,K-Pop,0.665,0.732,5,-4.865,1,0.173,0.768,0.0,0.378,0.436,82.026
Bloom For Me,Pearly Drops,147441,Dark Synthpop,0.533,0.699,5,-6.595,1,0.0362,0.15,0.745,0.0883,0.544,129.006
Tranquility Base Hotel & Casino,Arctic Monkeys,212093,Permanent Wave,0.584,0.835,9,-4.326,0,0.0297,0.0411,0.0147,0.199,0.781,142.2
Twilight,GRAVECHILL,116129,Chill Phonk,0.889,0.884,4,-4.323,1,0.0379,0.0111,0.804,0.0999,0.789,124.003
Sahara,Hensonn,171384,Ukrainian Phonk,0.615,0.521,2,-9.488,1,0.0318,0.146,0.772,0.11,0.045,115.016
Live Another Day,Kordhell,133565,Drift Phonk,0.822,0.981,9,-1.321,1,0.109,0.000593,0.748,0.0938,0.404,115.005
MIDNIGHT,"PLAYAMANE, Nateki",121972,Gym Phonk,0.633,0.433,1,-8.833,1,0.229,0.0053,0.28,0.145,0.373,122.088
Take Me Home,ATEEZ,221000,K-Pop,0.636,0.893,0,-3.343,0,0.043,0.0349,0.0,0.458,0.413,98.026
Copycat,Apink CHOBOM,204186,K-Pop,0.753,0.815,11,-3.085,1,0.0608,0.173,0.0,0.0465,0.789,112.035
Cookie,NewJeans,235562,K-Pop,0.847,0.638,0,-3.764,1,0.0575,0.0596,0.0,0.0894,0.661,156.935
Hype Boy,NewJeans,179026,K-Pop,0.593,0.935,4,-3.43,0,0.225,0.268,0.0,0.286,0.783,99.976
Attention,NewJeans,180066,K-Pop,0.811,0.648,10,-3.684,0,0.0368,0.236,0.0,0.0761,0.695,104.988
I Feel It Coming,"The Weeknd, Daft Punk",269186,K-Pop,0.773,0.819,0,-5.946,0,0.118,0.428,0.0,0.0679,0.585,92.987
Roller Coaster,TOMORROW X TOGETHER,214346,K-Pop,0.462,0.651,2,-6.052,0,0.0509,0.016,2.13E-06,0.0712,0.413,125.016
Fairy of Shampoo,TOMORROW X TOGETHER,267099,K-Pop,0.544,0.796,1,-5.754,1,0.0604,0.313,0.00673,0.42,0.473,105.145
O Green World,Gorillaz,275000,Modern Rock,0.672,0.768,0,-7.718,1,0.0347,0.00201,0.905,0.136,0.858,122.583
Swimmer,Tennis,250146,Chillwave,0.435,0.542,9,-7.853,0,0.025,0.00767,0.00689,0.254,0.558,158.964
How to Forgive,Tennis,216306,Chillwave,0.756,0.584,7,-6.035,1,0.0729,0.511,6.4E-05,0.068,0.875,110.014
Dark Red,Steve Lacy,173104,Afrofuturism,0.603,0.783,6,-4.023,1,0.062,0.449,7.96E-06,0.119,0.775,172.041
Bad Habit,Steve Lacy,232114,Afrofuturism,0.686,0.507,1,-7.097,1,0.0357,0.626,7.51E-05,0.383,0.69,168.955
Me and Your Mama,Childish Gambino,379226,Rap,0.554,0.433,5,-12.628,1,0.0341,0.0116,0.0449,0.0667,0.237,117.996
AVOID ME,KUTE,105789,Aggressive Phonk,0.656,0.964,6,-2.087,0,0.0964,0.123,0.813,0.78,0.965,114.007
Murder In My Mind,Kordhell,145000,Drift Phonk,0.712,0.972,10,-0.514,1,0.112,0.00547,7.06E-05,0.128,0.568,119.966
Illusion,aespa,195053,K-Pop,0.75,0.718,2,-2.817,0,0.0468,0.0814,1.75E-05,0.322,0.592,90.027
Die For You,The Weeknd,260252,Pop,0.586,0.525,1,-7.163,0,0.0616,0.111,0.0,0.134,0.507,133.63
Hotel,Lawsy,155350,Dark Plugg,0.618,0.793,5,-4.826,1,0.0679,0.0626,0.0,0.149,0.424,112.944
Cherry Wine,grentperez,173286,Bedroom R&B,0.761,0.565,11,-7.016,0,0.0411,0.345,0.0,0.0825,0.583,105.008
Stargazing,The Neighbourhood,217026,Modern Rock,0.512,0.483,0,-7.798,1,0.0298,0.00304,0.0011,0.12,0.367,160.009
Daydreaming,Harry Styles,187342,Pop,0.707,0.811,4,-5.298,0,0.0304,0.311,0.0152,0.131,0.899,113.971
Cherry Flavoured,The Neighbourhood,208453,Modern Rock,0.617,0.574,6,-9.768,1,0.0276,0.23,0.0105,0.0983,0.396,91.769
Devil's Advocate,The Neighbourhood,186306,Modern Rock,0.662,0.681,11,-8.152,0,0.0315,0.0321,0.139,0.508,0.864,98.004
Cry Baby,The Neighbourhood,235160,Modern Rock,0.581,0.656,4,-4.891,0,0.0294,0.00269,2.78E-06,0.101,0.338,108.033
Betty (Get Money),Yung Gravy,146470,Meme Rap,0.723,0.772,1,-6.784,1,0.0792,0.00524,1.15E-05,0.367,0.58,102.004
Chicago,Michael Jackson,245506,R&B,0.608,0.756,7,-2.675,0,0.176,0.0784,0.0,0.187,0.55,176.086
#miles,skaiwater,115138,Bedroom R&B,0.39,0.305,8,-13.392,0,0.0555,0.489,0.0687,0.155,0.166,157.155
Featherstone,The Paper Kites,229626,Indie Folk,0.803,0.373,8,-13.682,1,0.0367,0.869,0.0268,0.104,0.636,124.921
Bloom - Bonus Track,The Paper Kites,210080,Indie Folk,0.591,0.416,1,-9.794,1,0.0246,0.882,0.000641,0.112,0.415,96.003
I Bet You Look Good On The Dancefloor,Arctic Monkeys,173680,Permanent Wave,0.535,0.948,6,-4.19,0,0.0356,0.00225,0.0,0.376,0.778,103.183
In The Dark,DEV,226226,Dance Pop,0.736,0.823,8,-4.231,1,0.0675,0.00358,0.000914,0.33,0.442,124.954
悲しみがとまらない　I CAN'T STOP THE LONELINESS,Anri,263706,Classic City Pop,0.684,0.843,9,-4.256,1,0.0296,0.183,1.67E-05,0.0635,0.885,132.027
"Sex, Drugs, Etc.",Beach Weather,196784,Pov: Indie,0.572,0.839,4,-5.083,0,0.0377,0.013,0.00976,0.522,0.465,143.969
Dong 덩,SE SO NEON,219753,Korean Indie Rock,0.723,0.715,8,-3.805,1,0.0419,0.0199,0.000905,0.145,0.707,112.955
Midnight Train 심야행,SE SO NEON,257124,Korean Indie Rock,0.445,0.615,0,-3.009,1,0.053,0.148,0.00196,0.106,0.259,143.768
I'm Watching a Loneliness Just Arisen,SE SO NEON,229500,Korean Indie Rock,0.445,0.454,6,-5.303,0,0.0321,0.473,0.000212,0.101,0.443,95.954
NAN CHUN 난춘,SE SO NEON,229493,Korean Indie Rock,0.49,0.534,1,-3.43,1,0.0302,0.0455,1.89E-05,0.433,0.439,141.173
One More Hour,Tame Impala,432560,Neo-Psychedelic,0.647,0.398,4,-8.63,1,0.0283,0.108,0.107,0.148,0.32,102.029
Government Hooker,Lady Gaga,254266,Art Pop,0.662,0.798,7,-6.735,1,0.0356,0.000141,0.0488,0.64,0.511,119.98
Remember Summer Days,Anri,295666,Classic City Pop,0.634,0.665,4,-4.969,1,0.0318,0.342,8.87E-05,0.0709,0.787,96.698
Massive,Drake,336924,Rap,0.499,0.671,4,-6.774,0,0.0561,0.114,0.0169,0.148,0.0557,124.994
Ghost,Machine Girl,185521,Digital Hardcore,0.705,0.924,11,-6.783,0,0.177,0.00576,0.927,0.36,0.378,154.008
Runner,Tennis,216960,Chillwave,0.527,0.827,7,-6.083,1,0.0392,0.0817,0.00344,0.126,0.704,157.3
Take It,IVE,204973,K-Pop,0.802,0.934,9,-3.216,0,0.0604,0.0609,0.0,0.0158,0.941,150.036
AEAO,"Dynamicduo, DJ Premier",316944,East Coast Hip Hop,0.446,0.764,2,-6.479,1,0.181,0.057,0.0,0.141,0.576,152.604
Kilby Girl,The Backseat Lovers,282205,Pov: Indie,0.329,0.444,1,-9.973,1,0.0417,0.0578,0.0352,0.113,0.225,162.279
Tia Tamera (feat. Rico Nasty),"Doja Cat, Rico Nasty",211013,Dance Pop,0.822,0.654,0,-4.623,1,0.132,0.019,0.0,0.233,0.421,119.884
Bother Me,CHUNG HA,202731,K-Pop,0.658,0.863,7,-3.539,0,0.0558,0.0242,0.0123,0.303,0.497,114.934
Running Through The Night,Seori,217533,Korean R&B,0.644,0.532,0,-6.541,1,0.0562,0.455,0.0,0.266,0.64,92.039
Woo,Rihanna,235586,Urban Contemporary,0.42,0.466,9,-5.298,1,0.0326,0.054,0.00389,0.298,0.185,115.004
joke!,SE SO NEON,203125,Korean City Pop,0.619,0.928,11,-3.174,0,0.0627,0.0792,1.85E-05,0.233,0.811,96.049
Nobody's Business,"Rihanna, Chris Brown",216293,Rap,0.741,0.599,1,-5.792,0,0.0413,0.0362,0.0,0.0561,0.514,109.231
DEEP,HYO,179120,K-Pop,0.784,0.908,7,-1.923,1,0.0936,0.0632,2.75E-06,0.157,0.563,126.98
Express Moon,JO YURI,185213,Korean Ost,0.731,0.502,2,-5.843,1,0.0496,0.735,0.0,0.337,0.321,120.089
The Weekend,"88rising, BIBI",167661,Korean R&B,0.784,0.521,1,-5.701,1,0.0322,0.062,4.75E-06,0.0995,0.817,101.491
Something About You,"Eyedress, Dent May",153312,Mississippi Indie,0.648,0.781,9,-8.736,0,0.0271,0.0332,0.013,0.305,0.822,133.417
Super Stars,Yves Tumor,185560,Experimental Pop,0.531,0.619,1,-7.285,1,0.074,0.00368,1.87E-05,0.0912,0.566,149.007
I Was Never There,"The Weeknd, Gesaffelstein",241066,Dark Clubbing,0.323,0.737,10,-4.008,1,0.0335,0.14,0.000162,0.163,0.156,112.923
The Great Mermaid,LE SSERAFIM,177795,K-Pop,0.625,0.824,0,-4.619,0,0.0614,0.000884,0.0,0.0908,0.438,94.963
fell asleep with a vision,SPIRIT OF THE BEEHIVE,98809,Countrygaze,0.276,0.628,9,-12.828,1,0.0603,0.0484,0.464,0.0951,0.193,149.963
nail i couldn't bite,SPIRIT OF THE BEEHIVE,315659,Countrygaze,0.59,0.521,11,-10.869,1,0.0291,0.0782,0.269,0.162,0.193,94.077
Foghorn,Puzzle,182500,Hypnagogic Pop,0.609,0.525,8,-7.752,1,0.158,0.223,0.105,0.113,0.176,90.073
Stress Relief,late night drive home,205714,Pov: Indie,0.519,0.666,8,-7.576,1,0.0318,0.0108,0.000623,0.0781,0.603,139.94
Frenesi - Machine Girl GabberTrap Mix,Machine Girl,126380,Digital Hardcore,0.565,0.926,6,-3.301,0,0.0473,5.24E-05,0.0502,0.19,0.0503,95.032
Walkers Beware! We Drive into the Sun - Single Version,Sweet Trip,211034,Dream Pop,0.626,0.617,1,-9.593,0,0.026,0.00455,0.484,0.222,0.82,115.994
Heartache,Hot Freaks,221640,Pov: Indie,0.644,0.615,1,-5.884,1,0.03,0.326,0.204,0.0768,0.814,137.942
Show Me How (Album V),Men I Trust,215110,Pov: Indie,0.812,0.212,9,-15.267,0,0.0606,0.765,0.849,0.0959,0.463,166.025
FEARLESS,LE SSERAFIM,168437,K-Pop,0.863,0.62,7,-7.167,1,0.135,0.0508,0.00324,0.129,0.432,103.971
That That (prod. & feat. SUGA of BTS),"PSY, SUGA",174646,K-Pop,0.905,0.962,4,-3.197,1,0.0856,0.0299,0.0,0.0272,0.906,129.969
Blue Flame,LE SSERAFIM,201894,K-Pop,0.781,0.725,4,-3.571,0,0.0452,0.0281,0.0,0.0761,0.765,112.045
The Feeling (feat. Razah),"Simon Blaze, Razah",211485,Slow Game,0.725,0.51,11,-7.775,0,0.0494,0.0457,2.39E-05,0.238,0.202,101.015
Lights Down Low (feat. Waka Flocka Flame),"Maejor, Waka Flocka Flame",186120,Rap,0.716,0.858,7,-3.468,0,0.0422,0.0688,2.87E-06,0.0801,0.67,155.41
She Knows,"Ne-Yo, Juicy J",214725,Dance Pop,0.705,0.572,8,-5.799,0,0.0326,0.0262,0.0,0.585,0.574,139.977
Baby Came Home 2 / Valentines,The Neighbourhood,390493,Modern Rock,0.21,0.499,2,-9.754,0,0.0485,0.0687,0.00315,0.773,0.108,74.094
It's Raining Men,The Weather Girls,325426,Disco,0.69,0.744,1,-12.721,1,0.0613,0.034,0.598,0.453,0.56,136.918
Kingdom Come,Red Velvet,210162,K-Pop,0.572,0.743,5,-3.991,0,0.12,0.235,5.93E-06,0.0761,0.678,170.123
I Just,Red Velvet,188304,K-Pop,0.686,0.752,7,-3.442,1,0.0322,0.586,2.47E-06,0.364,0.906,149.998
Look,Red Velvet,245598,K-Pop,0.761,0.785,7,-4.369,1,0.052,0.0792,0.000112,0.142,0.78,111.037
N Side,Steve Lacy,224444,Afrofuturism,0.838,0.536,2,-6.288,1,0.0435,0.072,0.000259,0.208,0.89,119.956
She,"Tyler, The Creator, Frank Ocean",253386,Rap,0.35,0.621,8,-6.495,0,0.233,0.256,3.44E-05,0.613,0.459,83.375
waves - Tame Impala Remix,"Miguel, Tame Impala",253346,Urban Contemporary,0.529,0.894,2,-3.599,1,0.0412,0.308,5.38E-06,0.254,0.543,108.024
Feel Good Inc.,Gorillaz,222640,Modern Rock,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559
Toast,Pond,249955,Neo-Psychedelic,0.62,0.505,0,-7.958,0,0.0292,0.0433,0.457,0.0796,0.412,129.701
Frou-frou Foxes in Midsummer Fires,Cocteau Twins,338053,Shoegaze,0.405,0.619,10,-6.003,1,0.0264,0.00996,9.02E-05,0.212,0.243,160.074
Charcoal Baby,Blood Orange,242341,Indie Soul,0.622,0.46,7,-8.389,0,0.0372,0.14,0.000369,0.119,0.514,183.241
Sober,Childish Gambino,252026,Rap,0.707,0.562,0,-7.621,1,0.0305,0.124,1.58E-05,0.561,0.418,98.094
"Alone, Omen 3",King Krule,167253,Uk Alternative Pop,0.518,0.537,2,-9.461,0,0.026,0.147,0.752,0.339,0.229,66.291
TT,TWICE,212986,K-Pop,0.708,0.852,2,-4.398,1,0.0851,0.0525,0.00016,0.399,0.396,129.946
Medicine Burn,Yves Tumor,244906,Experimental Pop,0.428,0.862,1,-6.511,1,0.0715,0.000545,2.31E-05,0.254,0.551,156.077
Identity Trade,Yves Tumor,119866,Experimental Pop,0.646,0.757,1,-7.455,1,0.0286,0.000673,3.44E-05,0.169,0.869,103.986
Cmonnn (Hit It One Time)(feat. Lay Bankz),"5Star, Lay Bankz",164828,Jersey Club,0.886,0.754,11,-4.415,1,0.181,0.0262,0.0,0.0629,0.1,131.973
Andromeda,Weyes Blood,280186,Experimental Pop,0.467,0.461,1,-7.94,0,0.0274,0.368,0.00115,0.358,0.188,131.325
Secrecy Is Incredibly Important To The Both of Them,Yves Tumor,232946,Experimental Pop,0.369,0.923,0,-6.591,1,0.0445,4.1E-06,0.878,0.393,0.64,168.003
Tactics,Japanese Breakfast,233591,Philly Indie,0.48,0.358,5,-8.718,1,0.0267,0.0259,1.72E-05,0.207,0.13,135.053
Licking An Orchid,"Yves Tumor, James K",278311,Ambient Pop,0.67,0.528,8,-9.372,0,0.0323,0.0565,0.00117,0.102,0.628,87.965
Reanimator (feat. Yves Tumor),"Joji, Yves Tumor",183256,Viral Pop,0.331,0.419,10,-9.351,0,0.0403,0.435,0.74,0.108,0.138,120.981
rises the moon,Liana Flores,161929,Pov: Indie,0.483,0.129,5,-20.149,0,0.0349,0.947,0.145,0.106,0.203,137.35
Essentially,Japanese Breakfast,196214,Philly Indie,0.666,0.465,5,-9.054,1,0.0345,0.0177,0.00143,0.199,0.462,134.962
As It Was,Harry Styles,167303,Pop,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93
LOVE DIVE,IVE,177186,K-Pop,0.703,0.709,1,-4.169,0,0.0433,0.00379,5.43E-05,0.333,0.538,117.941
Apple Cider,beabadoobee,178918,Bubblegrunge,0.492,0.921,2,-3.939,1,0.032,0.082,0.0114,0.301,0.679,138.008
Pretty Boy,TV Girl,166000,Pov: Indie,0.706,0.382,9,-7.292,1,0.0312,0.453,9.49E-05,0.221,0.38,107.777
ゆめうつつ,Lamp,315640,Japanese Alternative Pop,0.346,0.126,2,-16.89,1,0.0347,0.985,0.463,0.0771,0.0761,92.959
Gospel For A New Century,Yves Tumor,198626,Experimental Pop,0.565,0.726,0,-6.715,1,0.0548,0.00181,3.06E-06,0.103,0.715,178.078
Romanticist,Yves Tumor,106102,Experimental Pop,0.584,0.703,7,-7.236,0,0.0837,0.0211,1.64E-06,0.535,0.65,94.01
Harvey,Her's,211165,Liverpool Indie,0.588,0.855,9,-6.153,1,0.0372,0.0735,0.815,0.128,0.717,141.941
Unlucky,Lunar Vacation,218093,Indie Pop,0.518,0.507,8,-7.508,0,0.0294,0.0526,0.000631,0.107,0.416,147.884
2516,Luna Li,68000,Toronto Indie,0.514,0.693,6,-5.562,0,0.0263,0.0551,0.824,0.195,0.771,89.984
A Pearl,Mitski,156145,Brooklyn Indie,0.295,0.637,8,-4.043,1,0.0288,0.0496,0.0236,0.112,0.221,84.551
Nobody,Mitski,193429,Brooklyn Indie,0.398,0.717,0,-5.253,1,0.0398,0.07,0.0,0.085,0.487,117.296
Hug Me,"Pharrell Williams, Trey Parker",140733,Dance Pop,0.842,0.622,0,-5.437,1,0.0967,0.0684,0.0,0.33,0.587,139.927
MY BAG,(G)I-DLE,160520,K-Pop,0.838,0.823,8,-3.929,0,0.164,0.0864,7.12E-05,0.156,0.759,94.024
Tek It,Cafuné,191584,Brooklyn Indie,0.419,0.892,8,-5.604,1,0.0618,7.59E-05,2.4E-06,0.127,0.6,146.97
TOMBOY,(G)I-DLE,174386,K-Pop,0.755,0.87,1,-2.414,0,0.0936,0.00988,0.0,0.0917,0.645,124.032
Écoute Chérie,Vendredi sur Mer,226373,French Indie Pop,0.616,0.713,7,-6.623,0,0.0402,0.106,0.000435,0.0896,0.699,92.89
Écoute Chérie,Vendredi sur Mer,224933,French Indie Pop,0.607,0.647,7,-7.17,0,0.0452,0.138,0.00102,0.255,0.689,92.915
Wiped Out!,The Neighbourhood,373373,Modern Rock,0.571,0.737,9,-6.53,0,0.027,0.0113,0.000477,0.3,0.0656,127.975
One For The Road,Arctic Monkeys,206051,Garage Rock,0.415,0.668,0,-6.849,1,0.036,0.212,0.0615,0.27,0.842,180.048
Knee Socks,Arctic Monkeys,257563,Garage Rock,0.665,0.542,11,-8.323,0,0.033,0.123,0.00291,0.342,0.587,97.975
Let's Be Friends,Emily Osment,180933,Post-Teen Pop,0.596,0.801,4,-6.495,0,0.0522,0.00308,1.24E-05,0.188,0.479,123.926
Fairytale,Alexander Rybak,182600,Alternative Pop,0.573,0.784,2,-5.359,0,0.0293,0.61,3.89E-05,0.278,0.655,107.991
Closer,Nine Inch Nails,373000,Grunge,0.547,0.714,10,-8.628,0,0.044,0.000242,0.636,0.122,0.541,89.996
Scary Love,The Neighbourhood,222666,Modern Rock,0.595,0.636,5,-5.981,0,0.0312,9.45E-05,0.0529,0.196,0.147,112.008
Compass,The Neighbourhood,167960,Modern Rock,0.7,0.82,5,-5.499,0,0.0329,0.238,0.318,0.658,0.667,109.998
Honest - From The Amazing Spider-Man 2 Soundtrack,The Neighbourhood,238133,Modern Rock,0.579,0.368,6,-13.383,0,0.0506,0.00826,0.00948,0.13,0.0634,96.289
To,The Neighbourhood,144160,Modern Rock,0.728,0.493,0,-10.198,0,0.0969,0.311,0.00642,0.318,0.451,134.978
You Get Me So High,The Neighbourhood,155533,Modern Rock,0.554,0.889,7,-6.104,0,0.0423,0.19,0.0868,0.117,0.412,88.035
Stuck with Me,The Neighbourhood,258226,Modern Rock,0.538,0.742,9,-6.365,0,0.0521,0.018,0.014,0.152,0.425,165.951
The Beach,The Neighbourhood,255133,Modern Rock,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11E-06,0.0766,0.105,135.739
Serve,"Zae, Paul N Ballin",193782,Pinoy Trap,0.953,0.41,1,-8.164,1,0.258,0.0047,0.0164,0.0931,0.37,132.997
Ven para,Weeekly,194693,K-Pop,0.73,0.819,1,-2.845,1,0.0365,0.00226,3.52E-05,0.0586,0.287,99.996
Poker Face,Lady Gaga,237200,Dance Pop,0.851,0.806,4,-4.618,1,0.0787,0.119,1.72E-06,0.121,0.774,119.001
Telephone,"Lady Gaga, Beyoncé",220626,Dance Pop,0.825,0.832,5,-5.862,0,0.0403,0.00587,0.000733,0.114,0.713,122.021
