track_name,artist_names,track_duration,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Shinzou Wo Sasageyo (Attack on Titan),NateWantsToBattle,90375,Otacore,0.443,0.911,9,-4.208,0,0.0851,0.0124,0.0,0.278,0.68,160.152
Vegas Lights,Panic! At The Disco,189106,Pop,0.68,0.847,5,-5.987,1,0.0449,0.000433,0.0,0.331,0.834,123.96
Crazy,4Minute,192400,K-Pop,0.54,0.929,7,-2.646,1,0.279,0.00584,4.11E-06,0.424,0.621,176.019
Baby My Phone,Yameii Online,215771,Hyperpop,0.427,0.666,5,-7.902,0,0.0415,0.176,0.229,0.0856,0.232,85.022
"Harder, Better, Faster, Stronger",Daft Punk,224693,Electro,0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474
TRY UNITE！,中島愛,261173,Seiyu,0.509,0.957,5,-3.989,0,0.0904,0.372,0.0,0.302,0.531,139.001
Dumb Dumb,Red Velvet,202543,K-Pop,0.778,0.789,7,-4.297,0,0.0503,0.0334,2.05E-06,0.225,0.799,145.99
Around the World,Daft Punk,429533,Electro,0.956,0.795,7,-5.311,1,0.15,0.00356,0.889,0.0906,0.841,121.294
Gimme×Gimme feat. 初音ミク・鏡音リン,"Hachioji P, Giga, Hatsune Miku, Kagamine Rin",220930,Vocaloid,0.708,0.846,1,-5.443,1,0.244,0.0251,0.0104,0.0343,0.835,105.058
Babydoll,Dominic Fike,97960,Pop: Indie,0.762,0.604,7,-5.296,0,0.11,0.114,0.0,0.0271,0.847,168.007
Hit Different,"SZA, The Neptunes, Pharrell Williams, Ty Dolla $ign",202007,Rap,0.679,0.516,0,-6.371,0,0.0452,0.199,0.0,0.0965,0.716,120.074
Spookeez,"Funkin' Sound Team, Kawai Sprite",99400,Rhythm Game,0.587,0.922,3,-8.388,0,0.0551,0.649,2E-05,0.0423,0.86,149.968
Blammed,"Funkin' Sound Team, Kawai Sprite",108000,Rhythm Game,0.628,0.903,2,-9.223,1,0.12,0.371,0.691,0.05,0.488,164.986
Japanese Denim,Daniel Caesar,270846,Canadian Contemporary R&B,0.707,0.238,3,-8.818,1,0.0379,0.0905,2.42E-06,0.0842,0.345,124.156
Washing Machine Heart,Mitski,128198,Brooklyn Indie,0.617,0.821,9,-4.085,1,0.026,0.00999,0.494,0.426,0.581,106.0
Back Door,Stray Kids,189286,K-Pop,0.82,0.842,7,-3.853,1,0.272,0.157,0.0,0.112,0.653,107.952
Bicycle,CHUNG HA,179156,K-Pop,0.625,0.903,4,-2.519,1,0.0594,0.006,0.0,0.235,0.825,145.97
Maneater,Nelly Furtado,258839,Dance Pop,0.792,0.77,6,-4.811,1,0.0392,0.0318,0.000194,0.122,0.732,132.793
コネクト,ClariS,270040,Anime,0.517,0.906,1,-4.349,1,0.0508,0.07,0.000223,0.155,0.671,175.021
Okay,Chase Atlantic,212306,Alternative R&B,0.614,0.815,0,-6.784,1,0.131,0.112,0.0,0.121,0.431,130.049
SLIDE,Chase Atlantic,235720,Alternative R&B,0.557,0.595,3,-4.759,0,0.0371,0.000325,8.88E-06,0.109,0.199,139.911
"Let's Go, Crimson Knight!","Yu-Peng Chen, HOYO-MiX",91499,Japanese Vgm,0.46,0.532,0,-6.358,1,0.09,0.102,0.00348,0.0974,0.557,134.605
Qilin's Prance,"Yu-Peng Chen, HOYO-MiX",100519,Japanese Vgm,0.328,0.529,2,-8.74,0,0.0365,0.117,0.633,0.122,0.132,154.144
Perfect Illusion,Lady Gaga,182000,Dance Pop,0.613,0.857,1,-5.492,0,0.0365,0.0012,0.0,0.358,0.656,124.989
Resonance,Home,212881,Alternative Hip Hop,0.567,0.743,8,-8.614,1,0.0626,0.0356,0.847,0.221,0.423,170.083
Do Ya Like!,Starz,208091,Alternative Hip Hop,0.538,0.604,7,-7.001,1,0.0566,0.0336,0.0,0.157,0.404,160.126
crossing field,LiSA,248946,Anime,0.447,0.983,5,-2.281,1,0.268,0.0157,0.0,0.276,0.317,179.072
Gigantic O.T.N,"gigaP, Matsushita",200500,Vocaloid,0.656,0.978,1,-2.872,1,0.0921,0.0197,0.00322,0.265,0.742,95.004
"Female Energy, Part 2",WILLOW,173920,Afrofuturism,0.539,0.39,4,-8.341,0,0.0293,0.0143,0.000125,0.174,0.361,119.791
Verbatim,Mother Mother,168320,Canadian Indie Rock,0.827,0.58,7,-6.809,1,0.327,0.309,0.0,0.148,0.492,78.011
Can You Feel My Heart,Bring Me The Horizon,227296,Melodic Metalcore,0.235,0.86,4,-2.842,0,0.0561,0.00272,0.0969,0.388,0.342,127.788
Man's World,MARINA,207226,Pov: Indie,0.496,0.709,5,-5.684,0,0.0307,0.401,0.0,0.0718,0.226,110.078
Bubblegum Bitch,MARINA,154666,Pov: Indie,0.495,0.856,0,-5.123,0,0.0311,0.000219,0.0,0.103,0.609,158.024
Teenage Dirtbag,Wheatus,241666,Pop Rock,0.617,0.84,4,-4.063,1,0.0512,0.36,8.85E-05,0.179,0.57,94.676
telepatía,Kali Uchis,160191,Colombian Pop,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97
Naughty,Red Velvet - IRENE & SEULGI,198520,K-Pop,0.693,0.759,7,-2.9,1,0.208,0.055,1.36E-06,0.116,0.635,112.983
Luxury,Azealia Banks,168096,Escape Room,0.689,0.91,8,-6.808,1,0.184,0.0196,1.81E-05,0.272,0.569,121.988
Sugar Free,T-ARA,235628,K-Pop,0.657,0.867,2,-3.95,1,0.0459,0.00207,0.000457,0.117,0.737,127.987
Daisy 2.0 (feat. Hatsune Miku),"Ashnikko, Hatsune Miku",167157,Escape Room,0.773,0.627,11,-4.891,1,0.0452,0.0698,0.0,0.234,0.523,131.021
Blue Hour,TOMORROW X TOGETHER,209105,K-Pop,0.71,0.82,3,-4.362,0,0.0836,0.00962,0.0,0.0871,0.746,112.005
Literal Legend,Ayesha Erotica,166069,Krushclub,0.633,0.81,7,-4.071,1,0.258,0.0157,2.65E-05,0.0834,0.822,136.917
Pretty Cvnt,Sewerslvt,220689,Glitchbreak,0.417,0.847,7,-3.15,1,0.0611,0.00108,0.00743,0.083,0.0945,87.016
Mmmh,KAI,192346,K-Pop,0.659,0.718,7,-5.607,0,0.0507,0.202,1.01E-06,0.2,0.297,136.96
Rapp Snitch Knishes (feat. Mr. Fantastik),"MF DOOM, Mr Fantastik",172893,Rap,0.728,0.832,7,-6.827,1,0.267,0.327,0.0,0.504,0.825,95.051
Shangri-La,VIXX,202267,K-Pop,0.495,0.721,6,-3.501,0,0.132,0.139,0.0,0.0581,0.596,77.425
풀어,"DEAN, ZICO",211972,Korean R&B,0.89,0.501,5,-5.562,0,0.0589,0.0958,0.0,0.103,0.758,126.949
Miniskirt,AOA,179808,K-Pop,0.758,0.858,5,-2.502,1,0.0464,0.43,0.0,0.201,0.963,119.992
Not Allowed,TV Girl,167864,Pov: Indie,0.67,0.905,1,-6.855,1,0.129,0.669,0.000227,0.349,0.563,104.965
Dingo X BIBI - she got it,BIBI,215736,Korean R&B,0.757,0.687,7,-5.485,0,0.0445,0.14,0.0,0.117,0.583,99.991
Killshot,Magdalena Bay,236363,La Pop,0.726,0.53,4,-5.736,0,0.0518,0.000716,0.00211,0.0502,0.374,99.024
Star,LOONA,198186,K-Pop,0.715,0.92,6,-1.787,0,0.0557,0.0557,0.0037,0.0607,0.874,158.15
Voice,LOONA,198186,K-Pop,0.71,0.921,6,-1.905,0,0.0547,0.053,0.00429,0.0576,0.912,158.069
Bubble Pop Electric,"Gwen Stefani, Johnny Vulture",222360,Dance Pop,0.567,0.976,1,-3.866,1,0.263,0.00052,0.00265,0.114,0.349,193.973
Dead Girl Walking,"Barrett Wilbert Weed, Ryan McCartan",204613,Show Tunes,0.537,0.664,3,-6.503,1,0.0951,0.518,0.0,0.0665,0.563,106.198
Dead Girl Walking (Reprise),"Barrett Wilbert Weed, Michelle Duffy, Daniel Cooney, Ryan McCartan, Elle McLemore",166600,Show Tunes,0.745,0.6,8,-7.285,1,0.18,0.403,0.0,0.0595,0.706,110.275
Take A Slice,Glass Animals,229717,Shiver Pop,0.623,0.661,9,-7.0,1,0.1,0.0212,0.000229,0.267,0.63,151.97
Sofia,Clairo,188386,Pop: Indie,0.744,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.641,112.997
Streets,Doja Cat,226986,Dance Pop,0.749,0.463,11,-8.433,1,0.0842,0.21,0.0382,0.338,0.189,90.035
Sunflower,Michele Leigh,165254,Chill Beats,0.683,0.273,7,-11.458,1,0.0285,0.324,3.79E-05,0.244,0.719,90.059
Dress Down,Kaoru Akimoto,272533,Classic City Pop,0.769,0.403,0,-15.134,1,0.051,0.197,0.000191,0.264,0.567,118.007
I CAN'T STOP ME,TWICE,205493,K-Pop,0.657,0.88,10,-3.672,0,0.102,0.121,0.0,0.463,0.769,150.084
Photo ID,Remi Wolf,265263,Modern Alternative Pop,0.822,0.66,1,-3.637,1,0.0819,0.111,0.0,0.143,0.802,113.956
Why'd You Only Call Me When You're High?,Arctic Monkeys,161123,Permanent Wave,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004
Mayonaka no Door / Stay With Me - Club Mix,Miki Matsubara,346093,Classic City Pop,0.675,0.666,5,-9.612,1,0.0297,0.0543,7.55E-05,0.122,0.832,108.34
Dress Down,Kaoru Akimoto,270012,Classic City Pop,0.685,0.697,0,-5.53,1,0.0346,0.0246,2.18E-06,0.316,0.503,117.996
Careless Whisper,George Michael,300106,New Wave Pop,0.574,0.628,2,-8.815,0,0.036,0.13,0.0,0.271,0.803,153.119
Restless,BIBI,267080,Korean R&B,0.575,0.607,5,-6.897,1,0.0274,0.382,0.000112,0.115,0.298,89.985
haaAakkKKK!!!,OurR,172005,Korean R&B,0.729,0.582,9,-5.991,0,0.0288,0.434,0.00213,0.267,0.886,115.07
Aphrodite,RINI,271000,Chill R&B,0.717,0.298,6,-9.237,0,0.0394,0.555,0.00293,0.0997,0.262,116.039
Last,Dvwn,235666,Bedroom R&B,0.697,0.389,7,-5.435,1,0.0337,0.121,0.0,0.106,0.461,124.032
"Me!Me!Me!, Pt. 1","TeddyLoid, Daoko",92213,Japanese Electropop,0.598,0.883,7,-9.341,0,0.0685,0.000962,0.0254,0.103,0.402,125.013
Bonnie & Clyde,DEAN,224606,Korean R&B,0.642,0.642,3,-5.774,0,0.0725,0.426,7.74E-06,0.672,0.475,94.958
Little Dark Age,MGMT,299960,Indietronica,0.705,0.712,6,-6.156,1,0.0385,0.0102,0.000855,0.1,0.62,97.512
Black Pearl,SUNMI,199320,K-Pop,0.709,0.646,8,-6.595,0,0.0517,0.16,0.000184,0.0779,0.713,100.027
love,"DEAN, Syd",258226,Korean R&B,0.582,0.67,11,-6.69,1,0.0483,0.00125,0.000669,0.105,0.37,109.993
Hocus Pocus,PLT,197478,Korean R&B,0.508,0.854,8,-3.402,0,0.428,0.0543,0.0,0.0975,0.809,177.615
Better Off,KATIE,159646,Korean R&B,0.682,0.524,2,-6.184,0,0.0883,0.35,0.0,0.271,0.397,63.927
진심,jeebanoff,249191,Korean R&B,0.394,0.778,9,-5.998,1,0.243,0.672,6.46E-05,0.117,0.363,169.919
NEON,YUKIKA,220795,Korean City Pop,0.647,0.921,5,-4.078,1,0.0561,0.14,1.11E-06,0.379,0.774,114.991
My Hair Is Green,"015B, youra",194280,Korean Electropop,0.581,0.876,2,-4.959,0,0.177,0.253,2.65E-06,0.281,0.767,156.05
ECHO,KATIE,198269,Korean R&B,0.6,0.585,3,-5.628,0,0.105,0.561,0.0,0.218,0.386,90.174
Believe what you want,LEEBADA,253499,Korean R&B,0.661,0.237,9,-6.408,0,0.0312,0.785,0.0,0.1,0.195,127.892
Night Dream (Demo Version) (Demo Version),LEEBADA,181463,Korean R&B,0.455,0.381,1,-6.515,0,0.0496,0.844,0.0,0.111,0.19,55.392
RUNNIN’ BACK,LEEBADA,181945,Korean R&B,0.621,0.636,2,-3.88,0,0.0593,0.192,0.0,0.0795,0.317,119.004
劣等上等 feat. 鏡音リン・レン,"Giga, 鏡音リン・レン",235096,Vocaloid,0.554,0.966,6,-1.673,0,0.249,0.00224,0.00137,0.355,0.705,159.943
When I Rule the World,LIZ,185813,Escape Room,0.768,0.633,8,-4.089,0,0.157,0.00951,0.0,0.199,0.824,129.074
Sex with a Ghost,Teddy Hyde,232811,Pov: Indie,0.478,0.33,11,-12.4,0,0.0339,0.862,0.00113,0.176,0.413,79.484
Me and My Husband,Mitski,137141,Pov: Indie,0.497,0.639,1,-5.31,1,0.0273,0.0478,0.0,0.39,0.766,171.95
Oblivion,Grimes,251266,Neo-Synthpop,0.697,0.529,2,-8.838,1,0.0338,0.115,0.901,0.0895,0.486,155.974
Drugs,UPSAHL,155866,Modern Indie Pop,0.883,0.415,6,-8.571,0,0.174,0.35,0.0,0.063,0.318,76.986
Fancy,"Iggy Azalea, Charli xcx",199938,Dance Pop,0.912,0.716,10,-4.141,0,0.0698,0.0904,0.0,0.0491,0.377,94.981
RIVER,AKB48,281093,J-Pop,0.535,0.883,7,-4.393,1,0.0944,0.0673,5.41E-05,0.331,0.482,106.393
Teacher Teacher,AKB48,269596,J-Pop,0.597,0.943,2,-1.801,0,0.0758,0.0196,0.0,0.27,0.688,130.063
Beginner,AKB48,238813,J-Pop,0.442,0.974,8,-3.38,1,0.0924,0.0708,0.0,0.101,0.639,159.96
Lil’ Touch,Girls' Generation-Oh!GG,189846,K-Pop,0.791,0.789,11,-4.694,0,0.104,0.0114,0.0,0.301,0.669,112.11
Oh Klahoma,Jack Stauber,185223,Pop: Indie,0.697,0.401,7,-10.216,1,0.0543,0.43,0.0109,0.316,0.478,108.996
GTG,Freddie Dredd,93893,Phonk,0.88,0.777,7,-6.875,0,0.125,0.164,0.0171,0.0957,0.974,154.955
Cherry,Rina Sawayama,205224,Electropop,0.575,0.789,0,-3.465,0,0.0535,0.013,4.36E-06,0.344,0.642,102.032
Mine,Slayyyter,159013,Escape Room,0.69,0.734,1,-6.377,1,0.0316,0.0933,0.00531,0.137,0.459,124.033
Hey Kids,"Molina, Late Verlane",233374,Danish Indie Pop,0.581,0.533,4,-8.433,0,0.0274,0.0217,0.00539,0.259,0.466,87.017
stupid horse,"100 gecs, Laura Les, Dylan Brady",121681,Hyperpop,0.526,0.902,3,-4.876,1,0.314,0.0529,0.0,0.531,0.797,168.188
Freak,Doja Cat,284480,Dance Pop,0.688,0.716,7,-5.702,1,0.0385,0.0969,0.0,0.0989,0.373,116.912
Rules,Doja Cat,187040,Dance Pop,0.651,0.724,7,-5.457,1,0.166,0.172,0.0,0.13,0.686,144.146
My Axe,Insane Clown Posse,233773,Rap Rock,0.847,0.801,6,-4.382,1,0.0866,0.00349,0.0,0.331,0.744,109.053
Coin locker Baby,Maretu,268000,Anime Rock,0.402,0.867,4,-3.938,0,0.243,0.111,0.00553,0.116,0.332,91.1
Kismet,WHOKILLEDXIX,171808,Hyperpop,0.659,0.743,6,-5.59,1,0.326,0.00647,0.0,0.0741,0.849,160.025
Nowhere To Run,Stegosaurus Rex,300000,Weirdcore,0.809,0.668,7,-6.936,1,0.219,0.678,0.0147,0.0865,0.636,119.976
BOOMBAYAH,BLACKPINK,240848,K-Pop,0.658,0.836,5,-3.282,0,0.0549,0.00264,1.02E-06,0.507,0.387,124.969
Chandelier,Will Paquin,127464,Weirdcore,0.333,0.498,2,-9.121,0,0.0468,0.674,6.51E-06,0.12,0.427,87.082
Bitch,Allie X,207301,Electropop,0.606,0.642,8,-5.339,1,0.0279,0.00575,0.478,0.102,0.0764,84.975
Numbers,Melanie Martinez,279290,Electropop,0.476,0.59,9,-5.328,0,0.0718,0.312,0.0,0.092,0.438,97.619
Smells Blood,Kensuke Ushio,109280,Anime Score,0.641,0.598,4,-8.485,0,0.0426,0.000586,0.863,0.121,0.161,109.999
No Wind Resistance!,Kinneret,198923,Weirdcore,0.692,0.494,1,-12.232,0,0.0581,0.234,0.00453,0.122,0.469,139.874
Fun Tonight,Macross 82-99,162461,Vaporwave,0.612,0.938,10,-7.253,0,0.0562,2.51E-05,0.717,0.329,0.595,129.994
Cyber Stockholm Syndrome,Rina Sawayama,221880,Electropop,0.527,0.672,0,-5.642,0,0.0509,0.41,0.0,0.341,0.259,139.007
Sports,Beach Bunny,164165,Chicago Indie,0.231,0.877,9,-5.278,1,0.0574,0.000653,0.026,0.0694,0.524,186.142
"RACECAR (feat. Clairo, Coco & Clair Clair)","Deaton Chris Anthony, Clairo, Coco & Clair Clair",170638,Bedroom Pop,0.632,0.579,5,-11.053,1,0.102,0.0294,0.000918,0.115,0.164,104.994
I Can't Handle Change,Roar,198213,Weirdcore,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711
Poker Face,Lady Gaga,237200,Dance Pop,0.851,0.806,4,-4.618,1,0.0786,0.12,1.33E-06,0.121,0.776,119.001
Hibikase,"Circl3s, Kagamine Len",252441,Vocaloid,0.775,0.709,11,-4.388,0,0.371,0.00398,2.63E-06,0.127,0.675,140.02
Living Island,Pogo,214867,Plunderphonics,0.642,0.76,0,-7.078,1,0.0428,0.00943,0.0185,0.128,0.554,129.992
冬のはなし,ギヴン,208906,Anime,0.447,0.973,5,-1.447,1,0.0728,0.000851,0.0,0.307,0.383,134.914
"Tokyo Drift (Fast & Furious) - From ""The Fast And The Furious: Tokyo Drift"" Soundtrack",Teriyaki Boyz,255173,Japanese Old School Hip Hop,0.761,0.892,6,-5.354,1,0.133,0.178,4.19E-05,0.0712,0.935,127.04
Needs,Verzache,177479,Sad Lo-Fi,0.813,0.601,11,-7.552,0,0.116,0.189,0.0002,0.426,0.855,118.981
money machine,"100 gecs, Laura Les, Dylan Brady",114460,Hyperpop,0.68,0.659,6,-7.186,1,0.151,0.229,0.0,0.474,0.75,98.877
1 Slash Million,"omniboi, Ehiorobo",175031,Neo R&B,0.635,0.338,11,-11.493,1,0.135,0.219,1.21E-06,0.0601,0.293,119.751
LUST,Chase Atlantic,204106,Alternative R&B,0.641,0.755,4,-6.274,1,0.244,0.018,0.000443,0.159,0.477,131.954
GREENGREENGREEN,Chase Atlantic,190680,Alternative R&B,0.629,0.639,7,-5.45,1,0.114,0.176,3.36E-05,0.128,0.339,154.012
Meddle About,Chase Atlantic,203886,Alternative R&B,0.387,0.797,4,-6.41,0,0.052,0.00404,0.0108,0.314,0.369,159.897
Daisy,Ashnikko,146523,Escape Room,0.834,0.663,8,-6.143,1,0.133,0.235,0.0,0.372,0.774,121.876
Can't Sleep Love,Pentatonix,173053,A Cappella,0.73,0.433,2,-7.05,1,0.0455,0.0849,0.0,0.169,0.572,94.596
Super Rich Kids,"Frank Ocean, Earl Sweatshirt",304760,Rap,0.739,0.419,3,-8.241,0,0.0854,0.219,0.0,0.196,0.58,60.493
This Side of Paradise,Coyote Theory,242013,Pov: Indie,0.278,0.662,9,-6.075,1,0.0295,0.386,1.14E-05,0.134,0.274,181.683
I See Red,Everybody Loves an Outlaw,230613,Modern Blues Rock,0.509,0.448,4,-7.552,0,0.0357,0.00713,0.0137,0.244,0.221,156.909
Rhinestone Eyes,Gorillaz,200173,Alternative Hip Hop,0.676,0.703,8,-5.815,0,0.0302,0.0869,0.000687,0.0463,0.852,92.761
She,Harry Styles,362653,Pop,0.535,0.521,0,-5.942,1,0.0272,0.000532,0.371,0.19,0.457,140.026
Dinero,Trinidad Cardona,160880,Sped Up,0.709,0.782,2,-4.687,1,0.0672,0.00774,0.0,0.107,0.484,119.997
Navigator (The Millionaire Detective Balance: Unlimited),Nordex,91888,Otacore,0.618,0.624,1,-7.584,1,0.0593,0.0146,0.0,0.0785,0.643,146.086
Short Dick Man - Club Mix,"20 Fingers, Gillette",290933,Hip House,0.894,0.764,4,-10.028,0,0.0604,0.00154,0.0349,0.0323,0.796,127.038
Love Taste,"Moe Shop, Jamie Paige, Shiki-TMNS",176193,Kawaii Future Bass,0.673,0.637,11,-8.022,0,0.28,0.000837,0.846,0.16,0.592,110.01
My Time,bo en,313968,Pop: Indie,0.445,0.361,5,-7.503,1,0.0941,0.608,0.0,0.112,0.0677,119.797
Two Time,Jack Stauber's Micropop,139850,Weirdcore,0.832,0.346,0,-9.64,1,0.036,0.112,1.29E-05,0.0945,0.688,98.512
Suga Suga,"Baby Bash, Frankie J",239026,Chicago Rap,0.662,0.748,5,-3.041,0,0.268,0.688,8.58E-06,0.0841,0.535,82.331
Into It,Chase Atlantic,196767,Alternative R&B,0.518,0.572,10,-6.706,0,0.0416,0.0503,2.41E-05,0.129,0.291,130.053
Killer,The Ready Set,183200,Neon Pop Punk,0.644,0.84,0,-6.347,0,0.0511,0.153,1.35E-06,0.294,0.935,99.936
Superheroes,The Script,245466,Celtic Rock,0.49,0.885,3,-4.121,1,0.0396,0.00218,0.0,0.0741,0.64,166.996
Tears of the Lynx,BANANA FISH,179626,Anime,0.715,0.223,9,-16.12,0,0.0505,0.685,0.00362,0.0624,0.12,122.939
Bored Beat,Aloe Yoroi,60095,Chill Beats,0.756,0.523,11,-5.479,0,0.0759,0.156,5.29E-06,0.419,0.601,136.969
Cherry Flavoured,The Neighbourhood,208453,Modern Rock,0.617,0.574,6,-9.768,1,0.0276,0.23,0.0105,0.0983,0.396,91.769
Ribs,Lorde,258969,Art Pop,0.511,0.472,4,-9.277,1,0.091,0.534,0.614,0.11,0.0399,127.978
Broken,Lund,200672,Emo Rap,0.83,0.583,0,-2.052,1,0.0412,0.0563,0.0005,0.109,0.146,134.0
New Flesh,Current Joys,167986,Lo-Fi Indie,0.62,0.594,9,-16.066,1,0.0383,0.887,0.5,0.0917,0.698,165.861
Friends,Chase Atlantic,230010,Alternative R&B,0.422,0.609,11,-6.361,0,0.0335,0.0114,4.76E-06,0.108,0.0911,107.34
I Luv This Shit,"August Alsina, Trinidad James",267920,Urban Contemporary,0.643,0.592,1,-6.684,0,0.277,0.00475,1.48E-06,0.222,0.405,123.942
Heather,Conan Gray,198040,Pop: Indie,0.357,0.425,5,-7.301,1,0.0333,0.584,0.0,0.322,0.27,102.078
My Ordinary Life,The Living Tombstone,230893,Otacore,0.675,0.66,9,-8.906,0,0.0648,0.0197,0.352,0.241,0.577,175.954
Never,"Mag.Lo, O Super",384116,Nerdcore,0.519,0.637,9,-7.215,0,0.113,0.834,0.517,0.114,0.114,110.174
Playa Shit,"NxxxxxS, Soudiere",216000,Trap Beats,0.46,0.768,11,-6.097,0,0.0633,0.00123,0.852,0.188,0.388,130.087
Eiji,BANANA FISH,201933,Anime,0.607,0.564,2,-8.169,1,0.0254,0.00773,0.912,0.107,0.655,98.944
Bossa No Sé (feat. Jean Carter),"Cuco, Jean Carter",201263,Dream Pop,0.825,0.678,4,-5.401,1,0.0461,0.519,0.0,0.115,0.43,134.12
Every Day,bo en,152250,Pop: Indie,0.646,0.671,2,-8.499,0,0.0497,0.288,0.0024,0.118,0.586,91.507
KAZINO,BIBI,185946,Korean R&B,0.625,0.686,6,-3.715,0,0.0414,0.139,0.0,0.11,0.263,133.041
Rock Your Body,Justin Timberlake,267266,Dance Pop,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972
Slow Down,Chase Atlantic,212093,Alternative R&B,0.477,0.788,10,-4.46,1,0.0362,0.0183,1.78E-06,0.294,0.255,129.967
drop pop candy (feat. ギガ),"Reol, Giga",224962,Anime Rock,0.698,0.942,6,-1.936,0,0.0537,0.0194,0.000181,0.0114,0.967,129.962
Vroom Vroom,Charli xcx,193270,Uk Pop,0.836,0.684,11,-5.818,1,0.241,0.122,0.0,0.0854,0.514,151.007
Notice,"Moe Shop, TORIENA",189130,Kawaii Future Bass,0.788,0.485,11,-7.801,0,0.256,0.0101,0.000524,0.0288,0.423,125.061
I'm Yer Dad,GRLwood,144108,Pov: Indie,0.551,0.953,0,-4.695,1,0.17,0.0106,0.474,0.118,0.176,128.462
『82.99 F.M』,Macross 82-99,150260,Vaporwave,0.559,0.905,6,-5.362,0,0.15,0.0155,0.00283,0.316,0.822,114.83
YELLOW,Yoh kamiyama,178712,Japanese Teen Pop,0.786,0.719,7,-4.77,0,0.0353,0.0144,0.000638,0.0887,0.686,117.981
しかばねの踊り,Kikuo,228339,Pov: Indie,0.7,0.834,6,-4.134,0,0.0323,0.259,0.0,0.0545,0.862,134.979
Wild Side -Anime Ver.-,ALI,89666,Japanese Soul,0.578,0.875,5,-2.132,0,0.0642,0.0989,0.0,0.351,0.617,133.964
Girls In Bikinis,Poppy,145272,Alt Z,0.886,0.893,6,-2.713,0,0.0612,0.116,0.0737,0.145,0.814,116.01
Lost Umbrella,"Inaba Cumori, Yuki Kaai",202751,Kawaii Future Bass,0.685,0.88,10,-4.026,1,0.065,0.0423,0.00208,0.0755,0.923,137.016
FIGHT! - Flyday Chinatown,Aests,122088,Future Funk,0.786,0.806,4,-5.411,1,0.526,0.186,8.67E-05,0.333,0.561,119.911
I'd Rather Sleep,Kero Kero Bonito,115352,Japanese Electropop,0.765,0.579,10,-7.051,1,0.0496,0.0107,0.362,0.15,0.855,142.065
Beef FloMix,Flo Milli,147692,Viral Rap,0.879,0.733,11,-3.953,0,0.142,0.216,0.0,0.274,0.913,117.039
ロストワンの号哭,Neru,214146,Vocaloid,0.382,0.892,7,-1.073,1,0.184,0.0968,0.0,0.549,0.806,161.846
Fly Away,TeddyLoid,263826,Japanese Electropop,0.735,0.803,6,-3.95,0,0.37,0.0171,0.000378,0.162,0.737,131.962
Wii Tennis,Splash Daddy,166635,Meme Rap,0.952,0.579,7,-8.923,1,0.39,0.35,2.08E-06,0.136,0.483,128.024
Judgement,Kensuke Ushio,105573,Anime Score,0.529,0.887,7,-9.64,1,0.0596,0.268,0.898,0.114,0.321,129.991
Ashes,Stellar,166355,Social Media Pop,0.712,0.568,5,-7.864,0,0.0546,0.0947,0.0,0.169,0.46,130.019
HACK,Shuta Sueyoshi,192000,Japanese Dance Pop,0.686,0.861,0,-8.613,1,0.0586,0.00939,2.1E-05,0.135,0.978,154.994
WAP (feat. Megan Thee Stallion),"Cardi B, Megan Thee Stallion",187541,Rap,0.935,0.454,1,-7.509,1,0.375,0.0194,0.0,0.0824,0.357,133.073
Crazy In Love (feat. Jay-Z),"Beyoncé, JAY-Z",236133,Rap,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165
Be Mean,DNCE,211240,Dance Pop,0.7,0.748,9,-5.123,1,0.0707,0.0552,0.0,0.0676,0.522,93.996
As It Was,Hozier,207653,Modern Rock,0.398,0.154,0,-11.395,0,0.0351,0.841,0.157,0.113,0.155,173.589
Do Me,Kim Petras,212325,Dance Pop,0.595,0.575,9,-7.214,1,0.0342,0.000651,0.00108,0.11,0.354,134.018
Hypnotic,Zella Day,176786,Electro Pop,0.637,0.724,6,-5.151,0,0.0403,0.119,0.0,0.299,0.414,80.982
Cold Cold Man,Saint Motel,230773,Pov: Indie,0.613,0.661,9,-4.984,1,0.0263,0.00652,0.0,0.0976,0.509,110.978
R U Mine?,Arctic Monkeys,201726,Garage Rock,0.288,0.758,6,-5.692,0,0.0371,0.00616,0.0,0.303,0.619,97.094
I Saw an Angel,Puzzle,163514,Hypnagogic Pop,0.42,0.544,7,-13.45,1,0.0465,0.0117,0.803,0.166,0.59,90.092
Call Out My Name,The Weeknd,228373,Canadian Contemporary R&B,0.461,0.593,1,-4.954,1,0.0356,0.165,0.0,0.307,0.174,134.165
What Do They Know?,Mindless Self Indulgence,188573,Pop: Indie,0.645,0.791,7,-5.48,1,0.0927,0.0406,0.0,0.293,0.601,153.95
Fly Love,Jamie Foxx,159000,Urban Contemporary,0.596,0.287,7,-12.618,1,0.0335,0.791,4.44E-05,0.0865,0.349,115.209
